NPC_PI,NPC_MOOD,PLAYER,NPC,SKLTRN,WoF,MECH,PLANTERA,GLM,LC,ML
positive,happy,What are some other bosses I should be aware of?,"For pre-Hardmode: King Slime, Eye of Cthulhu, Eater of Worlds, Brain of Cthulhu, Queen Bee, Skeletron. Hardmode includes Queen Slime, The Destroyer, The Twins, Skeletron Prime, Plantera, Golem, Duke Fishron, Empress of Light, Lunatic Cultist, and Moon Lord. Special events like the Torch God provide unique challenges. Each boss drops themed items and materials, advancing your Terraria adventure. Each boss provides unique challenges and rewards, adding layers of excitement to your Terraria journey. Happy hunting!",0,0,0,0,0,0,0
neutral,neutral,"What do you think, which one should I tackle next?",Depending on your gear and goals: Prepare for Hardmode by defeating the Wall of Flesh. Explore the Underground Jungle for materials like Jungle Spores and Stingers. Challenge the Eater of Worlds or Brain of Cthulhu for ores. Explore Floating Islands for rare loot with a Grappling Hook. Improve your base for NPC arrivals. Choose based on your preferences and available resources to tackle Terraria's challenges.,0,0,0,0,0,0,0
neutral,neutral,Which boss should I aim to defeat after the Eye of Cthulhu?,"After defeating the Eye of Cthulhu, consider these options: Eater of Worlds (Corruption) drops Shadow Scales. Brain of Cthulhu (Crimson) drops Tissue Samples. Queen Bee (Underground Jungle) drops Bee Wax and the Bee Gun. Skeletron (Dungeon) grants Dungeon access. Choose based on your world type and readiness. Each boss offers unique rewards to aid your progress in Terraria.",0,0,0,0,0,0,0
positive,happy,"Alright, wish me luck.",Good luck! May your skills and preparation lead you to victory against the next challenge you face in Terraria!,0,0,0,0,0,0,0
positive,happy,Who is the Torch God?,"Ah, the Torch God! Not your usual boss, but quite intriguing. To summon it, place over 101 Torches underground. When enough are placed, they'll start shooting fireballs at you. Dodge and survive for Torch God's Favor, which auto-selects the best torch type for each biome. It’s a quirky challenge blending mundane tasks with unexpected events. Happy dodging!",0,0,0,0,0,0,0
positive,happy,What areas can I find in Terraria?,"Ah, the diverse biomes of Terraria! Forest, Desert, Snow, Jungle, Underground Jungle, Underground, Cavern, Underworld, Ocean, Dungeon, Crimson, Corruption, Hallow, and the rare Shimmer biome. Each offers unique challenges and treasures. From serene forests to fiery underworlds, each biome promises adventure and surprises. Explore them all to uncover Terraria’s secrets!",0,0,0,0,0,0,0
positive,happy,What is the Shimmer area?,"Ah, the Shimmer! A rare and mystical biome in Terraria, it's centered around Shimmer Liquid—a substance with transformative properties. Toss items into it to see them change into new forms or entirely different items. Discovering its secrets requires experimentation; some transformations are common, others rare and valuable. The Shimmer biome hides deep underground or in elusive locations, harboring unique creatures and mysteries. For alchemists and adventurers, it's a gateway to unlocking Terraria's deepest secrets. Keep an eye out for this shimmering marvel—it holds the power to magically transform your game!",0,0,0,0,0,0,0
positive,happy,Where can the Shimmer be located in the game?,"Ah, the elusive Shimmer! Deep underground, it hides in Terraria's darkest depths. While not exclusive to Hardmode, it's easier to find with advanced mining tools post-Wall of Flesh. Explore thoroughly; look for glowing hints or rare Shimmer Liquid in chests or events. It’s a quest for the dedicated adventurer!",0,0,0,0,0,0,0
positive,happy,What do I do in the Shimmer?,"Ah, the Shimmer! Well done on discovering its magic! Here’s how to unlock its potential: Transform Items: Drop them into Shimmer Liquid to create new items or reverse certain transformations. Experimentation is key! Unique Recipes: Discover new recipes by trying different items. Some are common, others rare—keep experimenting! Creatures and NPCs: Watch how they transform when dropped into Shimmer. Be cautious—it’s unpredictable! Player Effects: Jump in for buffs or transformations, but beware its unpredictable nature. Decorate Your Base: Use Shimmer for a magical glow. It’s a potent resource—use it wisely for secrets and treasures! Happy shimmering, adventurer!",0,0,0,0,0,0,0
positive,happy,What can I get from the Shimmer?,"Ah, the Shimmer's transformative magic! Worth tossing in: Life Crystals for Vital Crystals (health regen boost), Mana Crystals for Arcane Crystals (mana regen boost), ores for alternate versions, Mushroom Grass Seeds for Glowing Mushroom seeds (biome creation), herbs for Planter Box variants, and accessories for unique upgrades. Crates can improve fishing loot, tools can upgrade, and statues can spawn items. Potions offer upgraded effects. Experiment with different items for magical surprises!",0,0,0,0,0,0,0
neutral,neutral,What interesting things can I discover in the desert biome?,"In the desert biome of Terraria, you can discover several interesting and useful items: Pyramids: Occasionally, you'll find pyramids buried in the sand. These contain unique loot such as the Pharaoh's set, Sandstorm in a Bottle, and valuable treasures. Antlion Mandibles: Dropped by Antlions and Hornets, these are used to craft the Sandgun, an early-game ranged weapon that shoots sand projectiles. Fossils: Underground in the desert, fossils can be mined and used to craft the Bone Throwing Knife and Bone Javelin, which are throwable weapons. Scarab Bombs: These bombs are occasionally dropped by Antlions and are used as explosives, helpful for mining or dealing damage to enemies. Desert Spirit: These enemies drop the Forbidden Fragments, used to craft powerful Forbidden Armor and the Sand Elemental summoning item. Exploring the desert biome can yield unique items and challenges, adding variety and excitement to your adventures in Terraria.",0,0,0,0,0,0,0
neutral,neutral,What kind of cool loot can be found there?,"Explore the desert for valuable loot: Pharaoh's set for an Egyptian look, Sandstorm in a Bottle for mobility, Flying Carpet for flight, Magic Carpet as an alternative. Sandgun shoots sand projectiles, Forbidden Armor boosts magic, and the Scepter shoots homing bolts. Each enhances your abilities in Terraria's challenges. Happy exploring and may you find exciting desert loot!",0,0,0,0,0,0,0
positive,happy,I'm planning to head to the jungle first. Any tips?,Explore the jungle with these tips: Bring healing and antidote potions. Watch for traps like Dart Traps; disarm them. Equip defensive armor and ranged weapons against tough enemies like Hornets and Man Eaters. Loot Jungle Shrines for items like Feral Claws. Gather Jungle Spores and Stingers for Jungle Armor and weapons. Explore cabins for loot like the Cloud in a Bottle. Find Life Crystals for health boosts. Challenge the Queen Bee for valuable drops. It’s a perilous but rewarding biome full of treasures. Good luck in the jungle!,0,0,0,0,0,0,0
